Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic
Struct,"AccInf",D:\download\autoware-1.11.0\autoware-1.11.0\ros\src\computing\planning\motion\packages\ff_waypoint_follower\include\HevCnt.h,0,0,0,0,0,,,,,0,0,0,,0,0,,,,,0,4,0,0,4,0,0,0,0,0,0,0,,6,0,6,1,0,0,0,0,,,4,4,0,0,,0,0,0,0,0.00,0
Static Function,"Actual_Hue",D:\download\autoware-1.11.0\autoware-1.11.0\ros\src\computing\perception\detection\trafficlight_recognizer\nodes\region_tlr\TrafficLightDetector.h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,0,0,0,1,1,1,0,0,1,1,,,0,,0.00,
Static Function,"Actual_Sat",D:\download\autoware-1.11.0\autoware-1.11.0\ros\src\computing\perception\detection\trafficlight_recognizer\nodes\region_tlr\TrafficLightDetector.h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,0,0,0,1,1,1,0,0,1,1,,,0,,0.00,
Static Function,"Actual_Val",D:\download\autoware-1.11.0\autoware-1.11.0\ros\src\computing\perception\detection\trafficlight_recognizer\nodes\region_tlr\TrafficLightDetector.h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,0,0,0,1,1,1,0,0,1,1,,,0,,0.00,
Function,"AddQueue",D:\download\autoware-1.11.0\autoware-1.11.0\ros\src\sensing\drivers\imu\packages\memsic\nodes\vg440\vg440_node.cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,0,16,2,9,1,0,0,4,7,8,1,0,7,2,,,1,,0.06,
Class,"Adis16470",D:\download\autoware-1.11.0\autoware-1.11.0\ros\src\sensing\drivers\imu\packages\analog_devices\include\adi_driver\adis16470.h,29,1,27,2,4,,,,,0,1,0,,0,0,,,,,9,4,0,0,4,7,7,0,0,0,0,7,,227,7,202,21,112,21,0,0,,,131,29,0,103,,8,0,1,75,0.10,29
Public Function,"Adis16470::Adis16470",D:\download\autoware-1.11.0\autoware-1.11.0\ros\src\sensing\drivers\imu\packages\analog_devices\src\adis16470.cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,1,0,0,0,2,0,1,1,0,0,1,,,0,,0.00,
Public Function,"Adis16470::closePort",D:\download\autoware-1.11.0\autoware-1.11.0\ros\src\sensing\drivers\imu\packages\analog_devices\src\adis16470.cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,1,3,0,0,0,1,2,3,0,0,3,2,,,1,,0.00,
Public Function,"Adis16470::get_product_id",D:\download\autoware-1.11.0\autoware-1.11.0\ros\src\sensing\drivers\imu\packages\analog_devices\src\adis16470.cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,1,47,4,31,4,0,0,4,26,32,3,0,29,7,,,1,,0.09,
Public Function,"Adis16470::openPort",D:\download\autoware-1.11.0\autoware-1.11.0\ros\src\sensing\drivers\imu\packages\analog_devices\src\adis16470.cpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,1,47,4,28,5,0,0,2,23,29,3,0,26,8,,,1,,0.11,
